"n" "mu" "rep" "id" "mu_hat" "error" "errorMessage"
1000 2 441 381 2.01181264501991 FALSE ""
100 1 405 382 0.887377049654619 FALSE ""
50 0.25 66 383 0.269565981293353 FALSE ""
500 0.25 504 384 0.243659748031142 FALSE ""
1000 1 309 385 1.00688990041964 FALSE ""
100 0.25 640 386 0.244996121077794 FALSE ""
50 1 260 387 0.943004450158776 FALSE ""
50 1 980 388 0.994047416724764 FALSE ""
500 0.25 256 389 0.246783558022044 FALSE ""
100 1 887 390 0.964165137229414 FALSE ""
50 0.5 639 391 0.518338917754147 FALSE ""
50 0.5 13 392 0.450711942251118 FALSE ""
50 2 746 393 1.91380966328123 FALSE ""
1000 0.25 380 394 0.245991595991882 FALSE ""
500 0.25 510 395 0.249826692842711 FALSE ""
500 0.25 800 396 0.247416575442448 FALSE ""
1000 0.5 954 397 0.500265329648135 FALSE ""
100 0.5 414 398 0.489938464805483 FALSE ""
1000 0.25 908 399 0.248152332580718 FALSE ""
50 0.5 860 400 0.479285077251545 FALSE ""
100 2 745 401 2.05463383110998 FALSE ""
1000 0.5 393 402 0.501219251839289 FALSE ""
1000 0.25 656 403 0.244191003156198 FALSE ""
50 2 10 404 1.73884218184655 FALSE ""
500 2 899 405 2.04913952300063 FALSE ""
100 0.5 482 406 0.501113353315896 FALSE ""
1000 2 633 407 1.97982418086908 FALSE ""
500 0.5 416 408 0.51845760296185 FALSE ""
50 0.25 891 409 0.246561887217497 FALSE ""
100 0.5 907 410 0.489623893880411 FALSE ""
50 1 467 411 0.925117977197003 FALSE ""
50 2 177 412 2.17201714953957 FALSE ""
500 0.5 37 413 0.502249215280225 FALSE ""
50 1 478 414 0.923337714244729 FALSE ""
100 0.25 868 415 0.253180322999591 FALSE ""
500 1 90 416 1.00885536225652 FALSE ""
100 2 346 417 1.94457519500584 FALSE ""
500 2 244 418 2.02058850736989 FALSE ""
500 0.5 442 419 0.498541150466036 FALSE ""
100 2 894 420 2.12088249282049 FALSE ""
1000 2 855 421 2.00172916704809 FALSE ""
1000 0.5 666 422 0.498747151323277 FALSE ""
100 0.5 817 423 0.502073934152125 FALSE ""
1000 2 52 424 1.98994583757511 FALSE ""
50 0.25 121 425 0.269213513570784 FALSE ""
100 2 197 426 1.81394937332878 FALSE ""
50 2 457 427 2.2073148455733 FALSE ""
1000 0.5 664 428 0.505233682789117 FALSE ""
100 1 115 429 1.04152019157617 FALSE ""
500 2 73 430 2.07283245505748 FALSE ""
100 0.25 118 431 0.245070711309603 FALSE ""
100 0.25 349 432 0.257404313377745 FALSE ""
500 2 878 433 2.04249418251311 FALSE ""
50 1 253 434 1.04738540279757 FALSE ""
1000 0.5 166 435 0.501161739652214 FALSE ""
1000 1 267 436 0.996052176061715 FALSE ""
100 2 680 437 1.92967322611395 FALSE ""
100 0.25 337 438 0.254115515983995 FALSE ""
1000 0.25 570 439 0.24826830137671 FALSE ""
50 0.5 992 440 0.482485932612472 FALSE ""
50 1 959 441 0.877193748143574 FALSE ""
100 2 845 442 2.01036213045626 FALSE ""
100 1 934 443 1.03057697706237 FALSE ""
50 2 611 444 1.99638054277588 FALSE ""
500 1 823 445 1.01930690982991 FALSE ""
1000 0.25 648 446 0.244376940525589 FALSE ""
1000 2 878 447 2.00681250310943 FALSE ""
1000 0.5 305 448 0.498863542450502 FALSE ""
50 0.5 989 449 0.514533774363962 FALSE ""
500 1 234 450 0.986432684810021 FALSE ""
50 2 229 451 1.89518547795173 FALSE ""
100 0.25 68 452 0.265347969060534 FALSE ""
50 0.25 377 453 0.253374711329039 FALSE ""
50 0.25 819 454 0.227437389855527 FALSE ""
1000 2 996 455 1.95391819691304 FALSE ""
100 2 908 456 2.0403091520645 FALSE ""
500 1 216 457 0.983610378334211 FALSE ""
100 2 915 458 2.02462090238209 FALSE ""
100 1 509 459 1.00389912967454 FALSE ""
1000 0.5 113 460 0.50403267353856 FALSE ""
100 1 713 461 1.0104727406278 FALSE ""
500 2 567 462 2.075662084308 FALSE ""
100 0.5 110 463 0.489719260120522 FALSE ""
1000 0.25 147 464 0.250223431194174 FALSE ""
50 0.5 593 465 0.561544891420968 FALSE ""
1000 2 943 466 2.01220582553833 FALSE ""
100 1 178 467 0.999242921277237 FALSE ""
100 1 481 468 1.10199052666304 FALSE ""
100 0.25 194 469 0.234420874556039 FALSE ""
1000 1 385 470 1.01847347355159 FALSE ""
50 0.25 606 471 0.24726005182538 FALSE ""
1000 1 725 472 1.0017998828082 FALSE ""
50 1 399 473 0.940378840226948 FALSE ""
100 0.5 910 474 0.516708421915759 FALSE ""
100 0.25 369 475 0.258469347084862 FALSE ""
1000 1 143 476 1.01386772539307 FALSE ""
50 2 351 477 2.046442853948 FALSE ""
100 0.5 696 478 0.54988326689162 FALSE ""
50 0.5 309 479 0.485615025132289 FALSE ""
500 2 805 480 1.99130699484697 FALSE ""
50 1 635 481 0.94528534295623 FALSE ""
500 2 971 482 2.06904722493796 FALSE ""
50 0.25 534 483 0.263757490353938 FALSE ""
500 0.5 919 484 0.50438889279468 FALSE ""
50 0.25 34 485 0.248394640371002 FALSE ""
50 2 804 486 1.96025337106384 FALSE ""
100 2 714 487 2.05167427839534 FALSE ""
50 2 548 488 2.00047183293883 FALSE ""
50 0.25 178 489 0.258426741195061 FALSE ""
1000 0.5 118 490 0.495469143075003 FALSE ""
1000 2 207 491 1.97539777754574 FALSE ""
100 0.5 460 492 0.496701430510387 FALSE ""
50 0.25 127 493 0.23725962125186 FALSE ""
50 0.25 146 494 0.244316878468062 FALSE ""
500 0.5 434 495 0.494473696751541 FALSE ""
500 1 792 496 1.00860821390917 FALSE ""
100 2 112 497 1.99787112427677 FALSE ""
50 0.25 597 498 0.240555142308354 FALSE ""
50 0.25 416 499 0.253146549145873 FALSE ""
500 0.25 873 500 0.247107167947008 FALSE ""
